,Date,Open,High,Low,Close,Index Name
111,11-September-2024,81928.12,82134.95,81423.14,81523.16,SENSEX
112,12-September-2024,81930.18,83116.19,81534.29,82962.71,SENSEX
113,13-September-2024,83091.55,83092.93,82653.22,82890.94,SENSEX
114,16-September-2024,82985.33,83184.34,82832.82,82988.78,SENSEX
115,17-September-2024,83084.63,83152.41,82866.68,83079.66,SENSEX
116,18-September-2024,83037.13,83326.38,82700.63,82948.23,SENSEX
117,19-September-2024,83359.17,83773.61,83071.66,83184.8,SENSEX
118,20-September-2024,83603.04,84694.46,83187.64,84544.31,SENSEX
119,23-September-2024,84651.15,84980.53,84607.38,84928.61,SENSEX
120,24-September-2024,84860.73,85163.23,84716.07,84914.04,SENSEX
121,25-September-2024,84836.45,85247.42,84743.04,85169.87,SENSEX
122,26-September-2024,85167.56,85930.43,85106.74,85836.12,SENSEX
123,27-September-2024,85893.84,85978.25,85474.58,85571.85,SENSEX
124,30-September-2024,85208.76,85359.65,84257.14,84299.78,SENSEX
125,1-October-2024,84257.17,84648.4,84098.94,84266.29,SENSEX
126,3-October-2024,83002.09,83752.81,82434.02,82497.1,SENSEX
127,4-October-2024,82244.25,83368.32,81532.68,81688.45,SENSEX
128,7-October-2024,81926.99,82137.77,80726.06,81050.0,SENSEX
129,8-October-2024,80826.56,81763.28,80813.07,81634.81,SENSEX
130,9-October-2024,81954.58,82319.21,81342.89,81467.1,SENSEX
131,10-October-2024,81832.66,82002.84,81538.94,81611.41,SENSEX
132,11-October-2024,81478.49,81671.38,81304.15,81381.36,SENSEX
133,14-October-2024,81576.93,82072.17,81541.2,81973.05,SENSEX
134,15-October-2024,82101.86,82300.44,81635.57,81820.12,SENSEX
135,16-October-2024,81646.6,81932.15,81358.26,81501.36,SENSEX
136,17-October-2024,81758.07,81781.4,80905.64,81006.61,SENSEX
137,18-October-2024,80749.26,81391.15,80409.25,81224.75,SENSEX
138,21-October-2024,81770.02,81770.02,80811.23,81151.27,SENSEX
139,22-October-2024,81155.08,81504.24,80149.53,80220.72,SENSEX
140,23-October-2024,79921.13,80646.31,79891.68,80081.98,SENSEX
141,24-October-2024,80098.3,80259.82,79813.02,80065.16,SENSEX
142,25-October-2024,80187.34,80253.19,79137.98,79402.29,SENSEX
143,28-October-2024,79653.67,80539.81,79418.82,80005.04,SENSEX
144,29-October-2024,80037.2,80450.48,79421.35,80369.03,SENSEX
145,30-October-2024,80237.85,80435.61,79821.99,79942.18,SENSEX
146,31-October-2024,80044.95,80044.95,79287.93,79389.06,SENSEX
147,1-November-2024,80023.75,80023.75,79655.55,79724.12,SENSEX
148,4-November-2024,79713.14,79713.14,78232.6,78782.24,SENSEX
149,5-November-2024,78542.16,79523.13,78296.7,79476.63,SENSEX
150,6-November-2024,79771.82,80569.73,79459.12,80378.13,SENSEX
151,7-November-2024,80563.42,80563.42,79419.34,79541.79,SENSEX
152,8-November-2024,79611.9,79807.26,79117.37,79486.32,SENSEX
153,11-November-2024,79298.46,80102.14,79001.34,79496.15,SENSEX
154,12-November-2024,79644.95,79820.98,78547.84,78675.18,SENSEX
155,13-November-2024,78495.53,78690.02,77533.3,77690.95,SENSEX
156,14-November-2024,77636.94,78055.52,77424.81,77580.31,SENSEX
157,18-November-2024,77863.54,77886.97,76965.06,77339.01,SENSEX
158,19-November-2024,77548.0,78451.65,77411.31,77578.38,SENSEX
159,21-November-2024,77711.11,77711.11,76802.73,77155.79,SENSEX
160,22-November-2024,77349.74,79218.19,77226.69,79117.11,SENSEX
161,25-November-2024,80193.47,80473.08,79765.99,80109.85,SENSEX
162,26-November-2024,80415.47,80482.36,79798.67,80004.06,SENSEX
163,27-November-2024,80121.03,80511.15,79844.49,80234.08,SENSEX
164,28-November-2024,80281.64,80447.4,78918.92,79043.74,SENSEX
165,29-November-2024,79032.99,79923.9,79026.18,79802.79,SENSEX
166,2-December-2024,79743.87,80337.82,79308.95,80248.08,SENSEX
167,3-December-2024,80529.2,80949.1,80244.78,80845.75,SENSEX
168,4-December-2024,81036.22,81245.39,80630.53,80956.33,SENSEX
169,5-December-2024,81182.74,82317.74,80467.37,81765.86,SENSEX
170,6-December-2024,81887.54,81925.91,81506.19,81709.12,SENSEX
171,9-December-2024,81602.58,81783.28,81411.55,81508.46,SENSEX
172,10-December-2024,81575.96,81726.34,81182.69,81510.05,SENSEX
173,11-December-2024,81568.39,81742.37,81383.42,81526.14,SENSEX
174,12-December-2024,81476.76,81680.97,81211.64,81289.96,SENSEX
175,13-December-2024,81212.45,82213.92,80082.82,82133.12,SENSEX
176,16-December-2024,82000.31,82116.44,81551.28,81748.57,SENSEX
177,17-December-2024,81511.81,81613.64,80612.2,80684.45,SENSEX
178,18-December-2024,80666.26,80868.02,80050.07,80182.2,SENSEX
179,19-December-2024,79029.03,79516.17,79020.08,79218.05,SENSEX
180,20-December-2024,79335.48,79587.15,77874.59,78041.59,SENSEX
181,23-December-2024,78488.64,78918.12,78189.19,78540.17,SENSEX
182,24-December-2024,78707.37,78877.36,78397.79,78472.87,SENSEX
183,26-December-2024,78557.28,78898.37,78173.38,78472.48,SENSEX
184,27-December-2024,78607.62,79043.15,78598.55,78699.07,SENSEX
185,30-December-2024,78637.58,79092.7,78077.13,78248.13,SENSEX
186,31-December-2024,77982.57,78305.34,77560.79,78139.01,SENSEX
187,1-January-2025,78265.07,78756.49,77898.3,78507.41,SENSEX
188,2-January-2025,78657.52,80032.87,78542.37,79943.71,SENSEX
189,3-January-2025,80072.99,80072.99,79109.73,79223.11,SENSEX
190,6-January-2025,79281.65,79532.67,77781.62,77964.99,SENSEX
191,7-January-2025,78019.8,78452.74,77925.09,78199.11,SENSEX
192,8-January-2025,78319.45,78319.45,77486.79,78148.49,SENSEX
193,9-January-2025,78206.21,78206.21,77542.92,77620.21,SENSEX
194,10-January-2025,77682.59,77919.7,77099.55,77378.91,SENSEX
195,13-January-2025,76629.9,77128.35,76249.72,76330.01,SENSEX
196,14-January-2025,76335.75,76835.61,76335.75,76499.63,SENSEX
197,15-January-2025,76900.14,76991.05,76479.7,76724.08,SENSEX
198,16-January-2025,77319.5,77319.5,76895.51,77042.82,SENSEX
199,17-January-2025,77069.19,77069.19,76263.29,76619.33,SENSEX
200,20-January-2025,76978.53,77318.94,76584.84,77073.44,SENSEX
201,21-January-2025,77261.72,77337.36,75641.87,75838.36,SENSEX
202,22-January-2025,76114.42,76463.13,75816.5,76404.99,SENSEX
203,23-January-2025,76414.52,76743.54,76202.12,76520.38,SENSEX
204,24-January-2025,76455.35,76985.95,76091.75,76190.46,SENSEX
205,27-January-2025,75700.43,75925.72,75267.59,75366.17,SENSEX
206,28-January-2025,75659.0,76512.96,75622.88,75901.41,SENSEX
207,29-January-2025,76138.24,76599.73,75975.8,76532.96,SENSEX
208,30-January-2025,76598.84,76962.88,76401.13,76759.81,SENSEX
209,31-January-2025,76888.89,77605.96,76833.87,77500.57,SENSEX
210,1-February-2025,77637.01,77899.05,77006.47,77505.96,SENSEX
211,3-February-2025,77063.94,77260.37,76756.09,77186.74,SENSEX
212,4-February-2025,77687.6,78658.59,77402.37,78583.81,SENSEX
213,5-February-2025,78704.6,78735.41,78216.25,78271.28,SENSEX
214,6-February-2025,78513.36,78551.66,77843.99,78058.16,SENSEX
215,7-February-2025,78119.6,78356.98,77475.74,77860.19,SENSEX
216,10-February-2025,77789.3,77849.58,77106.89,77311.8,SENSEX
217,11-February-2025,77384.98,77387.28,76030.59,76293.6,SENSEX
218,12-February-2025,76188.24,76459.72,75388.39,76171.08,SENSEX
219,13-February-2025,76201.1,76764.53,76013.43,76138.97,SENSEX
220,14-February-2025,76388.99,76483.06,75439.64,75939.21,SENSEX
221,17-February-2025,75641.41,76041.96,75294.76,75996.86,SENSEX
222,18-February-2025,76073.71,76091.69,75531.01,75967.39,SENSEX
223,19-February-2025,75787.27,76338.58,75581.38,75939.18,SENSEX
224,20-February-2025,75672.84,75794.15,75463.01,75735.96,SENSEX
225,21-February-2025,75612.61,75748.72,75112.41,75311.06,SENSEX
226,24-February-2025,74893.45,74907.04,74387.44,74454.41,SENSEX
227,25-February-2025,74440.3,74785.08,74400.37,74602.12,SENSEX
228,27-February-2025,74706.6,74834.09,74520.78,74612.43,SENSEX
229,28-February-2025,74201.77,74282.43,73141.27,73198.1,SENSEX
230,3-March-2025,73427.65,73649.72,72784.54,73085.94,SENSEX
231,4-March-2025,72817.34,73033.18,72633.54,72989.93,SENSEX
232,5-March-2025,73005.37,73933.8,72894.05,73730.23,SENSEX
233,6-March-2025,74308.3,74390.8,73415.68,74340.09,SENSEX
234,7-March-2025,74347.14,74586.43,74038.03,74332.58,SENSEX
235,10-March-2025,74474.98,74741.25,74022.24,74115.17,SENSEX
236,11-March-2025,73743.88,74195.17,73663.6,74102.32,SENSEX
237,12-March-2025,74270.81,74392.15,73598.16,74029.76,SENSEX
238,13-March-2025,74392.54,74401.11,73770.59,73828.91,SENSEX
239,17-March-2025,73830.03,74376.35,73796.06,74169.95,SENSEX
240,18-March-2025,74608.66,75385.76,74480.15,75301.26,SENSEX
241,19-March-2025,75473.17,75568.38,75201.48,75449.05,SENSEX
242,20-March-2025,75917.11,76456.25,75684.58,76348.06,SENSEX
243,21-March-2025,76155.0,77041.94,76095.26,76905.51,SENSEX
244,24-March-2025,77456.27,78107.23,77179.35,77984.38,SENSEX
245,25-March-2025,78296.28,78741.69,77745.63,78017.19,SENSEX
246,26-March-2025,78021.45,78167.87,77194.22,77288.5,SENSEX
247,27-March-2025,77087.39,77747.46,77082.51,77606.43,SENSEX
248,28-March-2025,77690.69,77766.7,77185.62,77414.92,SENSEX
0,1-April-2024,23413.27,23508.65,23411.47,23452.17,BSE LARGECAP
1,2-April-2024,23483.43,23507.83,23406.23,23482.86,BSE LARGECAP
2,3-April-2024,23455.04,23557.22,23381.05,23476.12,BSE LARGECAP
3,4-April-2024,23644.61,23664.65,23368.19,23536.04,BSE LARGECAP
4,5-April-2024,23559.17,23586.0,23463.76,23559.35,BSE LARGECAP
5,8-April-2024,23670.55,23756.31,23610.37,23714.31,BSE LARGECAP
6,9-April-2024,23834.01,23834.01,23652.97,23692.95,BSE LARGECAP
7,10-April-2024,23786.55,23847.31,23742.35,23827.44,BSE LARGECAP
8,12-April-2024,23801.77,23824.13,23600.2,23611.21,BSE LARGECAP
9,15-April-2024,23214.96,23496.87,23214.96,23334.16,BSE LARGECAP
10,16-April-2024,23191.15,23296.11,23149.63,23221.75,BSE LARGECAP
11,18-April-2024,23330.67,23410.67,23030.03,23072.88,BSE LARGECAP
12,19-April-2024,22918.65,23233.76,22802.64,23199.58,BSE LARGECAP
13,22-April-2024,23389.23,23435.11,23263.88,23402.26,BSE LARGECAP
14,23-April-2024,23525.14,23527.21,23421.73,23435.85,BSE LARGECAP
15,24-April-2024,23504.9,23566.34,23477.65,23504.14,BSE LARGECAP
16,25-April-2024,23448.79,23704.47,23436.79,23658.03,BSE LARGECAP
17,26-April-2024,23713.55,23726.87,23528.22,23553.74,BSE LARGECAP
18,29-April-2024,23653.67,23799.75,23580.02,23785.64,BSE LARGECAP
19,30-April-2024,23851.72,23949.73,23727.17,23759.67,BSE LARGECAP
20,2-May-2024,23762.69,23907.78,23749.25,23853.97,BSE LARGECAP
21,3-May-2024,23988.8,24003.64,23541.47,23682.17,BSE LARGECAP
22,6-May-2024,23794.84,23796.98,23587.44,23628.29,BSE LARGECAP
23,7-May-2024,23671.73,23678.59,23356.51,23439.17,BSE LARGECAP
24,8-May-2024,23366.66,23557.32,23311.15,23494.92,BSE LARGECAP
25,9-May-2024,23525.26,23525.26,23098.56,23122.66,BSE LARGECAP
26,10-May-2024,23177.09,23297.71,23116.6,23249.89,BSE LARGECAP
27,13-May-2024,23229.39,23335.4,22974.26,23309.03,BSE LARGECAP
28,14-May-2024,23321.06,23485.22,23286.42,23438.95,BSE LARGECAP
29,15-May-2024,23501.12,23538.36,23391.04,23440.91,BSE LARGECAP
30,16-May-2024,23554.05,23682.48,23308.3,23656.84,BSE LARGECAP
31,17-May-2024,23685.68,23783.49,23623.44,23755.62,BSE LARGECAP
32,18-May-2024,23790.9,23850.77,23779.01,23808.33,BSE LARGECAP
33,21-May-2024,23802.2,23906.77,23758.78,23852.87,BSE LARGECAP
34,22-May-2024,23942.77,23950.51,23786.0,23929.24,BSE LARGECAP
35,23-May-2024,23960.11,24282.59,23920.04,24261.45,BSE LARGECAP
36,24-May-2024,24241.64,24338.17,24199.8,24252.46,BSE LARGECAP
37,27-May-2024,24349.41,24393.66,24183.91,24240.45,BSE LARGECAP
38,28-May-2024,24310.27,24310.27,24126.35,24155.67,BSE LARGECAP
39,29-May-2024,24059.71,24104.3,23960.6,23971.93,BSE LARGECAP
40,30-May-2024,23941.59,23979.93,23673.01,23742.95,BSE LARGECAP
41,31-May-2024,23848.4,23895.91,23709.63,23771.04,BSE LARGECAP
42,3-June-2024,24629.93,24678.32,24357.25,24570.88,BSE LARGECAP
43,4-June-2024,24538.98,24538.98,22334.49,23063.21,BSE LARGECAP
44,5-June-2024,23374.23,23938.24,22918.86,23893.21,BSE LARGECAP
45,6-June-2024,24124.04,24233.5,23964.33,24143.8,BSE LARGECAP
46,7-June-2024,24153.28,24624.63,24101.15,24603.47,BSE LARGECAP
47,10-June-2024,24716.41,24749.1,24560.22,24595.16,BSE LARGECAP
48,11-June-2024,24669.99,24738.02,24553.05,24607.84,BSE LARGECAP
49,12-June-2024,24696.77,24791.24,24657.48,24687.63,BSE LARGECAP
50,13-June-2024,24864.62,24873.02,24723.33,24794.68,BSE LARGECAP
51,14-June-2024,24847.63,24940.88,24766.13,24920.12,BSE LARGECAP
52,18-June-2024,25017.38,25046.36,24958.58,25033.73,BSE LARGECAP
53,19-June-2024,25110.42,25116.62,24859.84,24960.08,BSE LARGECAP
54,20-June-2024,25027.41,25056.85,24896.92,25021.26,BSE LARGECAP
55,21-June-2024,25109.27,25121.61,24842.35,24911.11,BSE LARGECAP
56,24-June-2024,24821.18,25012.6,24742.03,24995.72,BSE LARGECAP
57,25-June-2024,25063.72,25163.43,24997.51,25135.84,BSE LARGECAP
58,26-June-2024,25143.29,25270.15,25065.56,25246.79,BSE LARGECAP
59,27-June-2024,25276.36,25447.66,25205.05,25401.76,BSE LARGECAP
60,28-June-2024,25462.71,25544.94,25365.72,25397.77,BSE LARGECAP
61,1-July-2024,25416.68,25572.03,25386.1,25551.97,BSE LARGECAP
62,2-July-2024,25656.29,25658.59,25415.72,25497.55,BSE LARGECAP
63,3-July-2024,25666.01,25710.5,25595.51,25685.77,BSE LARGECAP
64,4-July-2024,25785.81,25812.94,25709.19,25734.94,BSE LARGECAP
65,5-July-2024,25682.89,25834.1,25623.68,25797.39,BSE LARGECAP
66,8-July-2024,25802.27,25825.82,25707.16,25783.16,BSE LARGECAP
67,9-July-2024,25854.89,25918.2,25807.41,25906.36,BSE LARGECAP
68,10-July-2024,25958.44,25958.44,25545.78,25809.87,BSE LARGECAP
69,11-July-2024,25899.1,25899.2,25701.62,25825.61,BSE LARGECAP
70,12-July-2024,25892.12,26072.85,25839.48,25964.08,BSE LARGECAP
71,15-July-2024,26042.18,26105.71,25980.37,26076.77,BSE LARGECAP
72,16-July-2024,26127.03,26144.26,26041.97,26061.41,BSE LARGECAP
73,18-July-2024,26019.16,26210.16,25894.52,26171.36,BSE LARGECAP
74,19-July-2024,26219.04,26219.04,25796.58,25821.55,BSE LARGECAP
75,22-July-2024,25737.04,25957.29,25651.31,25888.73,BSE LARGECAP
76,23-July-2024,25968.8,25975.72,25299.47,25820.12,BSE LARGECAP
77,24-July-2024,25806.62,25873.07,25681.6,25784.55,BSE LARGECAP
78,25-July-2024,25604.15,25814.79,25572.61,25792.95,BSE LARGECAP
79,26-July-2024,25851.42,26272.53,25823.56,26248.18,BSE LARGECAP
80,29-July-2024,26382.58,26455.77,26242.32,26319.87,BSE LARGECAP
81,30-July-2024,26336.42,26438.73,26281.47,26325.56,BSE LARGECAP
82,31-July-2024,26413.74,26464.74,26340.76,26438.85,BSE LARGECAP
83,1-August-2024,26523.09,26557.28,26378.4,26457.21,BSE LARGECAP
84,2-August-2024,26228.27,26315.27,26126.83,26152.06,BSE LARGECAP
85,5-August-2024,25363.52,25754.13,25260.41,25427.9,BSE LARGECAP
86,6-August-2024,25508.21,25818.46,25294.05,25324.48,BSE LARGECAP
87,7-August-2024,25669.42,25761.86,25561.97,25745.22,BSE LARGECAP
88,8-August-2024,25747.97,25772.98,25522.63,25548.42,BSE LARGECAP
89,9-August-2024,25883.11,25885.59,25764.33,25826.67,BSE LARGECAP
90,12-August-2024,25686.04,25898.35,25651.18,25796.02,BSE LARGECAP
91,13-August-2024,25796.89,25810.03,25545.19,25563.61,BSE LARGECAP
92,14-August-2024,25616.03,25619.05,25502.9,25564.59,BSE LARGECAP
93,16-August-2024,25763.7,26016.54,25642.81,25995.69,BSE LARGECAP
94,19-August-2024,26105.7,26116.77,26009.41,26038.5,BSE LARGECAP
95,20-August-2024,26137.28,26206.57,26074.79,26190.68,BSE LARGECAP
96,21-August-2024,26179.25,26275.99,26151.75,26260.27,BSE LARGECAP
97,22-August-2024,26370.19,26375.18,26298.42,26338.44,BSE LARGECAP
98,23-August-2024,26389.9,26402.56,26294.11,26323.85,BSE LARGECAP
99,26-August-2024,26433.46,26533.03,26379.83,26513.11,BSE LARGECAP
100,27-August-2024,26548.74,26571.86,26476.99,26515.58,BSE LARGECAP
101,28-August-2024,26556.11,26634.52,26466.97,26556.16,BSE LARGECAP
102,29-August-2024,26569.28,26664.97,26471.39,26628.64,BSE LARGECAP
103,30-August-2024,26772.35,26772.35,26688.04,26726.58,BSE LARGECAP
104,2-September-2024,26842.5,26842.5,26719.58,26766.32,BSE LARGECAP
105,3-September-2024,26830.4,26834.86,26751.12,26775.1,BSE LARGECAP
106,4-September-2024,26499.79,26733.08,26498.44,26715.06,BSE LARGECAP
107,5-September-2024,26782.39,26814.03,26674.01,26691.77,BSE LARGECAP
108,6-September-2024,26696.18,26705.93,26320.02,26376.75,BSE LARGECAP
109,9-September-2024,26311.61,26479.08,26237.36,26453.56,BSE LARGECAP
110,10-September-2024,26535.72,26649.49,26415.32,26555.89,BSE LARGECAP
111,11-September-2024,26570.93,26646.65,26401.46,26438.79,BSE LARGECAP
112,12-September-2024,26583.15,26941.13,26497.73,26902.52,BSE LARGECAP
113,13-September-2024,26960.85,26960.85,26837.45,26872.99,BSE LARGECAP
114,16-September-2024,26931.83,26966.91,26851.86,26895.9,BSE LARGECAP
115,17-September-2024,26925.59,26938.75,26855.73,26912.03,BSE LARGECAP
116,18-September-2024,26915.05,26956.76,26747.52,26848.08,BSE LARGECAP
117,19-September-2024,26977.85,27083.45,26767.82,26871.89,BSE LARGECAP
118,20-September-2024,26993.49,27324.0,26901.51,27281.57,BSE LARGECAP
119,23-September-2024,27337.74,27475.77,27335.89,27465.11,BSE LARGECAP
120,24-September-2024,27467.93,27522.73,27420.5,27462.96,BSE LARGECAP
121,25-September-2024,27460.36,27500.3,27354.27,27477.04,BSE LARGECAP
122,26-September-2024,27497.86,27712.23,27482.12,27689.88,BSE LARGECAP
123,27-September-2024,27716.72,27762.24,27655.0,27687.45,BSE LARGECAP
124,30-September-2024,27600.75,27632.1,27323.12,27338.6,BSE LARGECAP
125,1-October-2024,27349.57,27442.37,27278.25,27340.5,BSE LARGECAP
126,3-October-2024,26915.76,27167.45,26717.54,26754.34,BSE LARGECAP
127,4-October-2024,26681.26,26971.71,26442.36,26489.83,BSE LARGECAP
128,7-October-2024,26568.39,26630.6,26084.49,26191.74,BSE LARGECAP
129,8-October-2024,26045.65,26532.43,26044.46,26499.64,BSE LARGECAP
130,9-October-2024,26624.04,26773.09,26489.97,26523.43,BSE LARGECAP
131,10-October-2024,26633.17,26688.34,26495.73,26514.04,BSE LARGECAP
132,11-October-2024,26497.28,26550.27,26437.2,26491.42,BSE LARGECAP
133,14-October-2024,26562.02,26664.39,26536.86,26647.87,BSE LARGECAP
134,15-October-2024,26714.49,26749.47,26553.03,26611.87,BSE LARGECAP
135,16-October-2024,26580.28,26653.79,26460.53,26522.36,BSE LARGECAP
136,17-October-2024,26582.46,26585.1,26221.04,26234.66,BSE LARGECAP
137,18-October-2024,26148.4,26355.61,26016.14,26309.78,BSE LARGECAP
138,21-October-2024,26449.23,26460.94,26149.43,26196.6,BSE LARGECAP
139,22-October-2024,26207.69,26286.06,25780.77,25805.85,BSE LARGECAP
140,23-October-2024,25707.64,25959.63,25701.03,25784.78,BSE LARGECAP
141,24-October-2024,25809.02,25835.58,25674.89,25741.75,BSE LARGECAP
142,25-October-2024,25778.38,25791.74,25365.51,25480.96,BSE LARGECAP
143,28-October-2024,25518.04,25784.65,25419.71,25646.06,BSE LARGECAP
144,29-October-2024,25678.49,25810.63,25427.12,25787.92,BSE LARGECAP
145,30-October-2024,25755.28,25845.56,25647.24,25674.59,BSE LARGECAP
146,31-October-2024,25730.66,25730.66,25483.85,25526.3,BSE LARGECAP
147,1-November-2024,25738.51,25738.51,25631.2,25651.87,BSE LARGECAP
148,4-November-2024,25657.91,25657.91,25140.3,25328.43,BSE LARGECAP
149,5-November-2024,25254.13,25544.85,25133.85,25524.59,BSE LARGECAP
150,6-November-2024,25631.18,25905.42,25542.76,25868.11,BSE LARGECAP
151,7-November-2024,25949.35,25949.35,25574.21,25585.45,BSE LARGECAP
152,8-November-2024,25631.82,25672.37,25447.59,25503.64,BSE LARGECAP
153,11-November-2024,25460.13,25694.49,25339.55,25495.51,BSE LARGECAP
154,12-November-2024,25557.17,25623.24,25151.39,25195.09,BSE LARGECAP
155,13-November-2024,25122.02,25183.99,24770.99,24828.4,BSE LARGECAP
156,14-November-2024,24828.13,24967.78,24772.13,24829.17,BSE LARGECAP
157,18-November-2024,24927.41,24931.94,24657.79,24775.04,BSE LARGECAP
158,19-November-2024,24857.23,25119.73,24801.98,24852.21,BSE LARGECAP
159,21-November-2024,24858.11,24858.27,24543.38,24662.39,BSE LARGECAP
160,22-November-2024,24719.84,25248.04,24671.6,25209.82,BSE LARGECAP
161,25-November-2024,25574.54,25704.75,25500.7,25564.26,BSE LARGECAP
162,26-November-2024,25664.16,25685.75,25508.22,25551.14,BSE LARGECAP
163,27-November-2024,25611.9,25733.12,25515.22,25655.5,BSE LARGECAP
164,28-November-2024,25688.99,25747.36,25306.98,25348.74,BSE LARGECAP
165,29-November-2024,25367.28,25598.63,25361.57,25546.61,BSE LARGECAP
166,2-December-2024,25545.71,25714.05,25433.8,25694.58,BSE LARGECAP
167,3-December-2024,25784.88,25919.49,25718.18,25900.6,BSE LARGECAP
168,4-December-2024,25984.13,26034.99,25835.95,25954.82,BSE LARGECAP
169,5-December-2024,26039.64,26310.52,25810.62,26178.66,BSE LARGECAP
170,6-December-2024,26234.94,26256.61,26119.45,26196.86,BSE LARGECAP
171,9-December-2024,26171.07,26212.71,26086.98,26125.51,BSE LARGECAP
172,10-December-2024,26167.37,26197.06,26040.42,26144.85,BSE LARGECAP
173,11-December-2024,26163.98,26228.96,26121.46,26174.0,BSE LARGECAP
174,12-December-2024,26178.7,26218.98,26064.15,26085.18,BSE LARGECAP
175,13-December-2024,26057.82,26293.61,25695.03,26274.29,BSE LARGECAP
176,16-December-2024,26251.69,26289.74,26132.36,26197.34,BSE LARGECAP
177,17-December-2024,26151.42,26170.85,25841.29,25863.1,BSE LARGECAP
178,18-December-2024,25880.64,25906.04,25646.31,25697.69,BSE LARGECAP
179,19-December-2024,25318.78,25500.09,25315.65,25455.01,BSE LARGECAP
180,20-December-2024,25500.39,25568.28,24959.36,25006.81,BSE LARGECAP
181,23-December-2024,25158.47,25300.49,25064.34,25157.8,BSE LARGECAP
182,24-December-2024,25213.78,25274.86,25101.64,25137.89,BSE LARGECAP
183,26-December-2024,25182.3,25254.28,25074.17,25174.99,BSE LARGECAP
184,27-December-2024,25218.57,25343.36,25176.93,25193.18,BSE LARGECAP
185,30-December-2024,25184.21,25292.34,25005.9,25091.51,BSE LARGECAP
186,31-December-2024,24993.94,25115.55,24862.19,25061.75,BSE LARGECAP
187,1-January-2025,25105.93,25228.72,24981.42,25167.44,BSE LARGECAP
188,2-January-2025,25218.99,25633.6,25174.84,25613.03,BSE LARGECAP
189,3-January-2025,25666.89,25666.89,25431.0,25460.25,BSE LARGECAP
190,6-January-2025,25494.47,25520.75,24910.11,24974.3,BSE LARGECAP
191,7-January-2025,24995.68,25179.26,24991.13,25063.54,BSE LARGECAP
192,8-January-2025,25106.1,25106.1,24805.08,24995.97,BSE LARGECAP
193,9-January-2025,25015.39,25015.39,24801.07,24818.41,BSE LARGECAP
194,10-January-2025,24828.76,24866.13,24555.84,24629.61,BSE LARGECAP
195,13-January-2025,24385.53,24492.06,24097.23,24131.6,BSE LARGECAP
196,14-January-2025,24143.4,24397.35,24143.4,24311.95,BSE LARGECAP
197,15-January-2025,24460.15,24475.75,24301.01,24385.9,BSE LARGECAP
198,16-January-2025,24605.82,24607.36,24507.8,24536.75,BSE LARGECAP
199,17-January-2025,24553.69,24553.69,24345.66,24464.36,BSE LARGECAP
200,20-January-2025,24578.42,24659.23,24409.09,24594.55,BSE LARGECAP
201,21-January-2025,24665.32,24668.7,24172.13,24204.93,BSE LARGECAP
202,22-January-2025,24286.36,24300.33,24071.93,24283.1,BSE LARGECAP
203,23-January-2025,24280.42,24440.25,24222.97,24383.66,BSE LARGECAP
204,24-January-2025,24382.47,24492.81,24180.18,24216.91,BSE LARGECAP
205,27-January-2025,24054.68,24081.51,23827.31,23864.78,BSE LARGECAP
206,28-January-2025,23951.94,24165.86,23838.39,23969.21,BSE LARGECAP
207,29-January-2025,24043.81,24278.75,24016.28,24257.89,BSE LARGECAP
208,30-January-2025,24306.11,24411.07,24228.65,24339.3,BSE LARGECAP
209,31-January-2025,24392.12,24664.1,24362.5,24626.67,BSE LARGECAP
210,1-February-2025,24707.46,24770.86,24455.08,24642.81,BSE LARGECAP
211,3-February-2025,24515.3,24515.44,24345.14,24488.46,BSE LARGECAP
212,4-February-2025,24656.25,24905.84,24577.33,24885.86,BSE LARGECAP
213,5-February-2025,24954.21,24983.81,24842.49,24862.96,BSE LARGECAP
214,6-February-2025,24959.3,24968.95,24689.3,24741.99,BSE LARGECAP
215,7-February-2025,24762.95,24832.33,24569.68,24698.11,BSE LARGECAP
216,10-February-2025,24695.92,24706.03,24386.14,24449.73,BSE LARGECAP
217,11-February-2025,24455.42,24458.11,23966.92,24057.42,BSE LARGECAP
218,12-February-2025,24032.94,24126.04,23697.22,24024.31,BSE LARGECAP
219,13-February-2025,24041.9,24246.51,23983.99,24022.05,BSE LARGECAP
220,14-February-2025,24106.06,24126.53,23673.65,23831.08,BSE LARGECAP
221,17-February-2025,23731.09,23868.96,23561.57,23852.88,BSE LARGECAP
222,18-February-2025,23881.33,23881.54,23690.19,23846.08,BSE LARGECAP
223,19-February-2025,23780.26,23999.61,23695.96,23888.81,BSE LARGECAP
224,20-February-2025,23814.1,23950.93,23779.52,23940.88,BSE LARGECAP
225,21-February-2025,23917.67,23972.75,23712.85,23783.31,BSE LARGECAP
226,24-February-2025,23640.82,23640.82,23496.93,23528.9,BSE LARGECAP
227,25-February-2025,23536.68,23614.12,23466.04,23498.48,BSE LARGECAP
228,27-February-2025,23542.17,23566.29,23424.42,23456.35,BSE LARGECAP
229,28-February-2025,23326.67,23343.32,22952.12,22978.78,BSE LARGECAP
230,3-March-2025,23046.48,23133.53,22822.09,23021.97,BSE LARGECAP
231,4-March-2025,22897.03,23038.23,22819.82,23007.64,BSE LARGECAP
232,5-March-2025,23010.73,23361.76,22985.43,23326.67,BSE LARGECAP
233,6-March-2025,23536.67,23551.61,23283.19,23532.39,BSE LARGECAP
