,Index Name,Date,Open,High,Low,Close
36,NIFTY 50,04 Feb 2025,23509.9,23762.75,23423.15,23739.25
37,NIFTY 50,03 Feb 2025,23319.35,23381.6,23222.0,23361.05
38,NIFTY 50,01 Feb 2025,23528.6,23632.45,23318.3,23482.15
39,NIFTY 50,31 Jan 2025,23296.75,23546.8,23277.4,23508.4
40,NIFTY 50,30 Jan 2025,23169.5,23322.05,23139.2,23249.5
41,NIFTY 50,29 Jan 2025,23026.75,23183.35,22976.5,23163.1
42,NIFTY 50,28 Jan 2025,22960.45,23137.95,22857.65,22957.25
43,NIFTY 50,27 Jan 2025,22940.15,23007.45,22786.9,22829.15
44,NIFTY 50,24 Jan 2025,23183.9,23347.3,23050.0,23092.2
45,NIFTY 50,23 Jan 2025,23128.3,23270.8,23090.65,23205.35
46,NIFTY 50,22 Jan 2025,23099.15,23169.55,22981.3,23155.35
47,NIFTY 50,21 Jan 2025,23421.65,23426.3,22976.85,23024.65
48,NIFTY 50,20 Jan 2025,23290.4,23391.1,23170.65,23344.75
49,NIFTY 50,17 Jan 2025,23277.1,23292.1,23100.35,23203.2
50,NIFTY 50,16 Jan 2025,23377.25,23391.65,23272.05,23311.8
51,NIFTY 50,15 Jan 2025,23250.45,23293.65,23146.45,23213.2
52,NIFTY 50,14 Jan 2025,23165.9,23264.95,23134.15,23176.05
53,NIFTY 50,13 Jan 2025,23195.4,23340.95,23047.25,23085.95
54,NIFTY 50,10 Jan 2025,23551.9,23596.6,23344.35,23431.5
55,NIFTY 50,09 Jan 2025,23674.75,23689.5,23503.05,23526.5
56,NIFTY 50,08 Jan 2025,23746.65,23751.85,23496.15,23688.95
57,NIFTY 50,07 Jan 2025,23679.9,23795.2,23637.8,23707.9
58,NIFTY 50,06 Jan 2025,24045.8,24089.95,23551.9,23616.05
59,NIFTY 50,03 Jan 2025,24196.4,24196.45,23976.0,24004.75
60,NIFTY 50,02 Jan 2025,23783.0,24226.7,23751.55,24188.65
61,NIFTY 50,01 Jan 2025,23637.65,23822.8,23562.8,23742.9
62,NIFTY 50,31 Dec 2024,23560.6,23689.85,23460.45,23644.8
63,NIFTY 50,30 Dec 2024,23796.9,23915.35,23599.3,23644.9
64,NIFTY 50,27 Dec 2024,23801.4,23938.85,23800.6,23813.4
65,NIFTY 50,26 Dec 2024,23775.8,23854.5,23653.6,23750.2
66,NIFTY 50,24 Dec 2024,23769.1,23867.65,23685.15,23727.65
67,NIFTY 50,23 Dec 2024,23738.2,23869.55,23647.2,23753.45
68,NIFTY 50,20 Dec 2024,23960.7,24065.8,23537.35,23587.5
69,NIFTY 50,19 Dec 2024,23877.15,24004.9,23870.3,23951.7
70,NIFTY 50,18 Dec 2024,24297.95,24394.45,24149.85,24198.85
71,NIFTY 50,17 Dec 2024,24584.8,24624.1,24303.45,24336.0
72,NIFTY 50,16 Dec 2024,24753.4,24781.25,24601.75,24668.25
73,NIFTY 50,13 Dec 2024,24498.35,24792.3,24180.8,24768.3
74,NIFTY 50,12 Dec 2024,24604.45,24675.25,24527.95,24548.7
75,NIFTY 50,11 Dec 2024,24620.5,24691.75,24583.85,24641.8
76,NIFTY 50,10 Dec 2024,24652.65,24677.8,24510.65,24610.05
77,NIFTY 50,09 Dec 2024,24633.9,24705.0,24580.05,24619.0
78,NIFTY 50,06 Dec 2024,24729.45,24751.05,24620.5,24677.8
79,NIFTY 50,05 Dec 2024,24539.15,24857.75,24295.55,24708.4
80,NIFTY 50,04 Dec 2024,24488.75,24573.2,24366.3,24467.45
81,NIFTY 50,03 Dec 2024,24367.5,24481.35,24280.0,24457.15
82,NIFTY 50,02 Dec 2024,24140.85,24301.7,24008.65,24276.05
83,NIFTY 50,29 Nov 2024,23927.15,24188.45,23927.15,24131.1
84,NIFTY 50,28 Nov 2024,24274.15,24345.75,23873.35,23914.15
85,NIFTY 50,27 Nov 2024,24204.8,24354.55,24145.65,24274.9
86,NIFTY 50,26 Nov 2024,24343.3,24343.3,24125.4,24194.5
87,NIFTY 50,25 Nov 2024,24253.55,24351.55,24135.45,24221.9
88,NIFTY 50,22 Nov 2024,23411.8,23956.1,23359.0,23907.25
89,NIFTY 50,21 Nov 2024,23488.45,23507.3,23263.15,23349.9
90,NIFTY 50,19 Nov 2024,23529.55,23780.65,23464.8,23518.5
91,NIFTY 50,18 Nov 2024,23605.3,23606.8,23350.4,23453.8
92,NIFTY 50,14 Nov 2024,23542.15,23675.9,23484.15,23532.7
93,NIFTY 50,13 Nov 2024,23822.45,23873.6,23509.6,23559.05
94,NIFTY 50,12 Nov 2024,24225.8,24242.0,23839.15,23883.45
95,NIFTY 50,11 Nov 2024,24087.25,24336.8,24004.6,24141.3
96,NIFTY 50,08 Nov 2024,24207.7,24276.15,24066.65,24148.2
97,NIFTY 50,07 Nov 2024,24489.6,24503.35,24179.05,24199.35
98,NIFTY 50,06 Nov 2024,24308.75,24537.6,24204.05,24484.05
99,NIFTY 50,05 Nov 2024,23916.5,24229.05,23842.75,24213.3
100,NIFTY 50,04 Nov 2024,24315.75,24316.75,23816.15,23995.35
101,NIFTY 50,01 Nov 2024,24302.75,24368.25,24280.2,24304.35
102,NIFTY 50,31 Oct 2024,24349.85,24372.45,24172.6,24205.35
103,NIFTY 50,30 Oct 2024,24371.45,24498.2,24307.3,24340.85
104,NIFTY 50,29 Oct 2024,24328.85,24484.5,24140.85,24466.85
105,NIFTY 50,28 Oct 2024,24251.1,24492.6,24134.9,24339.15
106,NIFTY 50,25 Oct 2024,24418.05,24440.25,24073.9,24180.8
107,NIFTY 50,24 Oct 2024,24412.7,24480.65,24341.2,24399.4
108,NIFTY 50,23 Oct 2024,24378.15,24604.25,24378.1,24435.5
109,NIFTY 50,22 Oct 2024,24798.65,24882.0,24445.8,24472.1
110,NIFTY 50,21 Oct 2024,24956.15,24978.3,24679.6,24781.1
111,NIFTY 50,18 Oct 2024,24664.95,24886.2,24567.65,24854.05
112,NIFTY 50,17 Oct 2024,25027.4,25029.5,24728.9,24749.85
113,NIFTY 50,16 Oct 2024,25008.55,25093.4,24908.45,24971.3
114,NIFTY 50,15 Oct 2024,25186.3,25212.05,25008.15,25057.35
115,NIFTY 50,14 Oct 2024,25023.45,25159.75,25017.5,25127.95
116,NIFTY 50,11 Oct 2024,24985.3,25028.65,24920.05,24964.25
117,NIFTY 50,10 Oct 2024,25067.05,25134.05,24979.4,24998.45
118,NIFTY 50,09 Oct 2024,25065.8,25234.05,24947.7,24981.95
119,NIFTY 50,08 Oct 2024,24832.2,25044.0,24756.8,25013.15
120,NIFTY 50,07 Oct 2024,25084.1,25143.0,24694.35,24795.75
121,NIFTY 50,04 Oct 2024,25181.9,25485.05,24966.8,25014.6
122,NIFTY 50,03 Oct 2024,25452.85,25639.45,25230.3,25250.1
123,NIFTY 50,01 Oct 2024,25788.45,25907.6,25739.2,25796.9
124,NIFTY 50,30 Sep 2024,26061.3,26134.7,25794.1,25810.85
125,NIFTY 50,27 Sep 2024,26248.25,26277.35,26151.4,26178.95
126,NIFTY 50,26 Sep 2024,26005.4,26250.9,25998.4,26216.05
127,NIFTY 50,25 Sep 2024,25899.45,26032.8,25871.35,26004.15
128,NIFTY 50,24 Sep 2024,25921.45,26011.55,25886.85,25940.4
129,NIFTY 50,23 Sep 2024,25872.55,25956.0,25847.35,25939.05
130,NIFTY 50,20 Sep 2024,25525.95,25849.25,25426.6,25790.95
131,NIFTY 50,19 Sep 2024,25487.05,25611.95,25376.05,25415.8
132,NIFTY 50,18 Sep 2024,25402.4,25482.2,25285.55,25377.55
133,NIFTY 50,17 Sep 2024,25416.9,25441.65,25352.25,25418.55
134,NIFTY 50,16 Sep 2024,25406.65,25445.7,25336.2,25383.75
135,NIFTY 50,13 Sep 2024,25430.45,25430.5,25292.45,25356.5
136,NIFTY 50,12 Sep 2024,25059.65,25433.35,24941.45,25388.9
137,NIFTY 50,11 Sep 2024,25034.0,25113.7,24885.15,24918.45
138,NIFTY 50,10 Sep 2024,24999.4,25130.5,24896.8,25041.1
139,NIFTY 50,09 Sep 2024,24823.4,24957.5,24753.15,24936.4
140,NIFTY 50,06 Sep 2024,25093.7,25168.75,24801.3,24852.15
141,NIFTY 50,05 Sep 2024,25250.5,25275.45,25127.75,25145.1
142,NIFTY 50,04 Sep 2024,25089.95,25216.0,25083.8,25198.7
143,NIFTY 50,03 Sep 2024,25313.4,25321.7,25235.8,25279.85
144,NIFTY 50,02 Sep 2024,25333.6,25333.65,25235.5,25278.7
145,NIFTY 50,30 Aug 2024,25249.7,25268.35,25199.4,25235.9
146,NIFTY 50,29 Aug 2024,25035.3,25192.9,24998.5,25151.95
147,NIFTY 50,28 Aug 2024,25030.8,25129.6,24964.65,25052.35
148,NIFTY 50,27 Aug 2024,25024.8,25073.1,24973.65,25017.75
149,NIFTY 50,26 Aug 2024,24906.1,25043.8,24874.7,25010.6
150,NIFTY 50,23 Aug 2024,24845.4,24858.4,24771.65,24823.15
151,NIFTY 50,22 Aug 2024,24863.4,24867.35,24784.45,24811.5
152,NIFTY 50,21 Aug 2024,24680.55,24787.95,24654.5,24770.2
153,NIFTY 50,20 Aug 2024,24648.9,24734.3,24607.2,24698.85
154,NIFTY 50,19 Aug 2024,24636.35,24638.8,24522.95,24572.65
155,NIFTY 50,16 Aug 2024,24334.85,24563.9,24204.5,24541.15
156,NIFTY 50,14 Aug 2024,24184.4,24196.5,24099.7,24143.75
157,NIFTY 50,13 Aug 2024,24342.35,24359.95,24116.5,24139.0
158,NIFTY 50,12 Aug 2024,24320.05,24472.8,24212.1,24347.0
159,NIFTY 50,09 Aug 2024,24386.85,24419.75,24311.2,24367.5
160,NIFTY 50,08 Aug 2024,24248.55,24340.5,24079.7,24117.0
161,NIFTY 50,07 Aug 2024,24289.4,24337.7,24184.9,24297.5
162,NIFTY 50,06 Aug 2024,24189.85,24382.6,23960.4,23992.55
163,NIFTY 50,05 Aug 2024,24302.85,24350.05,23893.7,24055.6
164,NIFTY 50,02 Aug 2024,24789.0,24851.9,24686.85,24717.7
165,NIFTY 50,01 Aug 2024,25030.95,25078.3,24956.4,25010.9
166,NIFTY 50,31 Jul 2024,24886.7,24984.6,24856.5,24951.15
167,NIFTY 50,30 Jul 2024,24839.4,24971.75,24798.65,24857.3
168,NIFTY 50,29 Jul 2024,24943.3,24999.75,24774.6,24836.1
169,NIFTY 50,26 Jul 2024,24423.35,24861.15,24410.9,24834.85
170,NIFTY 50,25 Jul 2024,24230.95,24426.15,24210.8,24406.1
171,NIFTY 50,24 Jul 2024,24444.95,24504.25,24307.25,24413.5
172,NIFTY 50,23 Jul 2024,24568.9,24582.55,24074.2,24479.05
173,NIFTY 50,22 Jul 2024,24445.75,24595.2,24362.3,24509.25
174,NIFTY 50,19 Jul 2024,24853.8,24854.8,24508.15,24530.9
175,NIFTY 50,18 Jul 2024,24543.8,24837.75,24504.45,24800.85
176,NIFTY 50,16 Jul 2024,24615.9,24661.25,24587.65,24613.0
177,NIFTY 50,15 Jul 2024,24587.6,24635.05,24522.75,24586.7
178,NIFTY 50,12 Jul 2024,24387.95,24592.2,24331.15,24502.15
179,NIFTY 50,11 Jul 2024,24396.55,24402.65,24193.75,24315.95
180,NIFTY 50,10 Jul 2024,24459.85,24461.05,24141.8,24324.45
181,NIFTY 50,09 Jul 2024,24351.0,24443.6,24331.9,24433.2
182,NIFTY 50,08 Jul 2024,24329.45,24344.6,24240.55,24320.55
183,NIFTY 50,05 Jul 2024,24213.35,24363.0,24168.85,24323.85
184,NIFTY 50,04 Jul 2024,24369.95,24401.0,24281.0,24302.15
185,NIFTY 50,03 Jul 2024,24291.75,24309.15,24207.1,24286.5
186,NIFTY 50,02 Jul 2024,24228.75,24236.35,24056.4,24123.85
187,NIFTY 50,01 Jul 2024,23992.95,24164.0,23992.7,24141.95
188,NIFTY 50,28 Jun 2024,24085.9,24174.0,23985.8,24010.6
189,NIFTY 50,27 Jun 2024,23881.55,24087.45,23805.4,24044.5
190,NIFTY 50,26 Jun 2024,23723.1,23889.9,23670.45,23868.8
191,NIFTY 50,25 Jun 2024,23577.1,23754.15,23562.05,23721.3
192,NIFTY 50,24 Jun 2024,23382.3,23558.1,23350.0,23537.85
193,NIFTY 50,21 Jun 2024,23661.15,23667.1,23398.2,23501.1
194,NIFTY 50,20 Jun 2024,23586.15,23624.0,23442.6,23567.0
195,NIFTY 50,19 Jun 2024,23629.85,23664.0,23412.9,23516.0
196,NIFTY 50,18 Jun 2024,23570.8,23579.05,23499.7,23557.9
197,NIFTY 50,14 Jun 2024,23464.95,23490.4,23334.25,23465.6
198,NIFTY 50,13 Jun 2024,23480.95,23481.05,23353.9,23398.9
199,NIFTY 50,12 Jun 2024,23344.45,23441.95,23295.95,23322.95
200,NIFTY 50,11 Jun 2024,23283.75,23389.45,23206.65,23264.85
201,NIFTY 50,10 Jun 2024,23319.15,23411.9,23227.15,23259.2
202,NIFTY 50,07 Jun 2024,22821.85,23320.2,22789.05,23290.15
203,NIFTY 50,06 Jun 2024,22798.6,22910.15,22642.6,22821.4
204,NIFTY 50,05 Jun 2024,22128.35,22670.4,21791.95,22620.35
205,NIFTY 50,04 Jun 2024,23179.5,23179.5,21281.45,21884.5
206,NIFTY 50,03 Jun 2024,23337.9,23338.7,23062.3,23263.9
207,NIFTY 50,31 May 2024,22568.1,22653.75,22465.1,22530.7
208,NIFTY 50,30 May 2024,22617.45,22705.75,22417.0,22488.65
209,NIFTY 50,29 May 2024,22762.75,22825.5,22685.45,22704.7
210,NIFTY 50,28 May 2024,22977.15,22998.55,22858.5,22888.15
211,NIFTY 50,27 May 2024,23038.95,23110.8,22871.2,22932.45
212,NIFTY 50,24 May 2024,22930.75,23026.4,22908.0,22957.1
213,NIFTY 50,23 May 2024,22614.1,22993.6,22577.45,22967.65
214,NIFTY 50,22 May 2024,22576.6,22629.5,22483.15,22597.8
215,NIFTY 50,21 May 2024,22404.55,22591.1,22404.55,22529.05
216,NIFTY 50,18 May 2024,22512.85,22520.25,22470.05,22502.0
217,NIFTY 50,17 May 2024,22415.25,22502.15,22345.65,22466.1
218,NIFTY 50,16 May 2024,22319.2,22432.25,22054.55,22403.85
219,NIFTY 50,15 May 2024,22255.6,22297.55,22151.75,22200.55
220,NIFTY 50,14 May 2024,22112.9,22270.05,22081.25,22217.85
221,NIFTY 50,13 May 2024,22027.95,22131.65,21821.05,22104.05
222,NIFTY 50,10 May 2024,21990.95,22131.3,21950.3,22055.2
223,NIFTY 50,09 May 2024,22224.8,22307.75,21932.4,21957.5
224,NIFTY 50,08 May 2024,22231.2,22368.65,22185.2,22302.5
225,NIFTY 50,07 May 2024,22489.75,22499.05,22232.05,22302.5
226,NIFTY 50,06 May 2024,22561.6,22588.8,22409.45,22442.7
227,NIFTY 50,03 May 2024,22766.35,22794.7,22348.05,22475.85
228,NIFTY 50,02 May 2024,22567.85,22710.5,22567.85,22648.2
229,NIFTY 50,30 Apr 2024,22679.65,22783.35,22568.4,22604.85
230,NIFTY 50,29 Apr 2024,22475.55,22655.8,22441.9,22643.4
231,NIFTY 50,26 Apr 2024,22620.4,22620.4,22385.55,22419.95
232,NIFTY 50,25 Apr 2024,22316.9,22625.95,22305.25,22570.35
233,NIFTY 50,24 Apr 2024,22421.55,22476.45,22384.0,22402.4
234,NIFTY 50,23 Apr 2024,22447.05,22447.55,22349.45,22368.0
235,NIFTY 50,22 Apr 2024,22336.9,22375.65,22198.15,22336.4
236,NIFTY 50,19 Apr 2024,21861.5,22179.55,21777.65,22147.0
237,NIFTY 50,18 Apr 2024,22212.35,22326.5,21961.7,21995.85
238,NIFTY 50,16 Apr 2024,22125.3,22213.75,22079.45,22147.9
239,NIFTY 50,15 Apr 2024,22339.05,22427.45,22259.55,22272.5
240,NIFTY 50,12 Apr 2024,22677.4,22726.45,22503.75,22519.4
241,NIFTY 50,10 Apr 2024,22720.25,22775.7,22673.7,22753.8
242,NIFTY 50,09 Apr 2024,22765.1,22768.4,22612.25,22642.75
243,NIFTY 50,08 Apr 2024,22578.35,22697.3,22550.35,22666.3
244,NIFTY 50,05 Apr 2024,22486.4,22537.6,22427.6,22513.7
245,NIFTY 50,04 Apr 2024,22592.1,22619.0,22303.8,22514.65
246,NIFTY 50,03 Apr 2024,22385.7,22521.1,22346.5,22434.65
247,NIFTY 50,02 Apr 2024,22458.8,22497.6,22388.15,22453.3
248,NIFTY 50,01 Apr 2024,22455.0,22529.95,22427.75,22462.0
0,NIFTY LARGEMIDCAP 250,28 Mar 2025,14905.1,14964.9,14770.6,14821.1
1,NIFTY LARGEMIDCAP 250,27 Mar 2025,14747.95,14894.45,14723.9,14869.45
2,NIFTY LARGEMIDCAP 250,26 Mar 2025,14913.3,14975.45,14779.7,14794.4
3,NIFTY LARGEMIDCAP 250,25 Mar 2025,15069.4,15073.4,14850.75,14893.95
4,NIFTY LARGEMIDCAP 250,24 Mar 2025,14910.1,15027.3,14851.7,14982.2
5,NIFTY LARGEMIDCAP 250,21 Mar 2025,14652.35,14817.8,14624.85,14802.25
6,NIFTY LARGEMIDCAP 250,20 Mar 2025,14616.4,14667.85,14518.85,14652.4
7,NIFTY LARGEMIDCAP 250,19 Mar 2025,14371.4,14550.8,14338.15,14529.75
8,NIFTY LARGEMIDCAP 250,18 Mar 2025,14151.6,14341.0,14117.05,14326.15
9,NIFTY LARGEMIDCAP 250,17 Mar 2025,13977.55,14110.6,13977.35,14066.35
10,NIFTY LARGEMIDCAP 250,13 Mar 2025,14096.65,14111.95,13960.0,13976.6
11,NIFTY LARGEMIDCAP 250,12 Mar 2025,14124.6,14159.75,13922.1,14044.7
12,NIFTY LARGEMIDCAP 250,11 Mar 2025,13935.95,14110.1,13900.85,14086.55
13,NIFTY LARGEMIDCAP 250,10 Mar 2025,14181.9,14254.25,14011.95,14041.65
14,NIFTY LARGEMIDCAP 250,07 Mar 2025,14192.65,14271.3,14151.2,14182.3
15,NIFTY LARGEMIDCAP 250,06 Mar 2025,14211.5,14237.35,14113.1,14204.65
16,NIFTY LARGEMIDCAP 250,05 Mar 2025,13812.95,14101.3,13812.95,14096.7
17,NIFTY LARGEMIDCAP 250,04 Mar 2025,13704.2,13875.05,13646.7,13834.9
18,NIFTY LARGEMIDCAP 250,03 Mar 2025,13835.4,13879.3,13620.45,13827.15
19,NIFTY LARGEMIDCAP 250,28 Feb 2025,14017.35,14024.75,13738.05,13805.6
20,NIFTY LARGEMIDCAP 250,27 Feb 2025,14222.0,14249.15,14084.45,14114.45
21,NIFTY LARGEMIDCAP 250,25 Feb 2025,14244.2,14316.25,14191.2,14213.45
22,NIFTY LARGEMIDCAP 250,24 Feb 2025,14278.5,14306.25,14210.7,14260.0
23,NIFTY LARGEMIDCAP 250,21 Feb 2025,14504.6,14592.9,14353.75,14406.85
24,NIFTY LARGEMIDCAP 250,20 Feb 2025,14371.5,14535.35,14350.8,14528.15
25,NIFTY LARGEMIDCAP 250,19 Feb 2025,14240.3,14464.8,14195.1,14423.4
26,NIFTY LARGEMIDCAP 250,18 Feb 2025,14338.05,14355.7,14187.95,14311.1
27,NIFTY LARGEMIDCAP 250,17 Feb 2025,14209.8,14339.1,14063.15,14327.05
28,NIFTY LARGEMIDCAP 250,14 Feb 2025,14567.6,14583.2,14180.7,14298.25
29,NIFTY LARGEMIDCAP 250,13 Feb 2025,14530.35,14683.9,14487.85,14523.65
30,NIFTY LARGEMIDCAP 250,12 Feb 2025,14525.7,14585.05,14229.3,14513.55
31,NIFTY LARGEMIDCAP 250,11 Feb 2025,14877.35,14884.9,14476.1,14546.9
32,NIFTY LARGEMIDCAP 250,10 Feb 2025,15098.85,15113.1,14832.15,14876.65
33,NIFTY LARGEMIDCAP 250,07 Feb 2025,15128.1,15184.3,14995.45,15103.65
34,NIFTY LARGEMIDCAP 250,06 Feb 2025,15272.55,15279.85,15069.2,15105.35
35,NIFTY LARGEMIDCAP 250,05 Feb 2025,15217.6,15282.85,15199.0,15215.95
36,NIFTY LARGEMIDCAP 250,04 Feb 2025,15042.15,15172.9,14995.55,15163.95
37,NIFTY LARGEMIDCAP 250,03 Feb 2025,14957.9,14978.05,14846.0,14940.7
38,NIFTY LARGEMIDCAP 250,01 Feb 2025,15134.85,15180.15,14916.75,15064.4
39,NIFTY LARGEMIDCAP 250,31 Jan 2025,14908.3,15113.05,14883.35,15092.3
40,NIFTY LARGEMIDCAP 250,30 Jan 2025,14877.95,14957.55,14818.95,14876.9
41,NIFTY LARGEMIDCAP 250,29 Jan 2025,14616.3,14847.35,14613.95,14840.45
42,NIFTY LARGEMIDCAP 250,28 Jan 2025,14656.5,14715.35,14456.45,14586.0
43,NIFTY LARGEMIDCAP 250,27 Jan 2025,14795.7,14798.05,14562.35,14597.2
44,NIFTY LARGEMIDCAP 250,24 Jan 2025,15090.0,15142.25,14881.75,14913.65
45,NIFTY LARGEMIDCAP 250,23 Jan 2025,14932.55,15129.05,14907.35,15092.2
46,NIFTY LARGEMIDCAP 250,22 Jan 2025,15035.35,15044.6,14768.05,14934.15
47,NIFTY LARGEMIDCAP 250,21 Jan 2025,15306.95,15314.45,14991.45,15003.6
48,NIFTY LARGEMIDCAP 250,20 Jan 2025,15252.35,15307.9,15133.6,15277.25
49,NIFTY LARGEMIDCAP 250,17 Jan 2025,15185.3,15223.2,15100.75,15180.2
50,NIFTY LARGEMIDCAP 250,16 Jan 2025,15197.15,15245.05,15169.55,15190.25
51,NIFTY LARGEMIDCAP 250,15 Jan 2025,15078.25,15133.2,14977.8,15062.75
52,NIFTY LARGEMIDCAP 250,14 Jan 2025,14855.5,15046.95,14854.05,15013.95
53,NIFTY LARGEMIDCAP 250,13 Jan 2025,15075.25,15114.4,14761.05,14796.7
54,NIFTY LARGEMIDCAP 250,10 Jan 2025,15447.5,15465.7,15219.9,15245.8
55,NIFTY LARGEMIDCAP 250,09 Jan 2025,15582.8,15592.2,15441.25,15456.5
56,NIFTY LARGEMIDCAP 250,08 Jan 2025,15705.8,15709.05,15453.35,15580.35
57,NIFTY LARGEMIDCAP 250,07 Jan 2025,15625.1,15747.8,15608.75,15679.25
58,NIFTY LARGEMIDCAP 250,06 Jan 2025,15976.0,15977.8,15543.1,15588.2
59,NIFTY LARGEMIDCAP 250,03 Jan 2025,16032.95,16046.65,15921.5,15941.35
60,NIFTY LARGEMIDCAP 250,02 Jan 2025,15814.35,16018.1,15782.05,16009.05
61,NIFTY LARGEMIDCAP 250,01 Jan 2025,15716.95,15797.1,15669.25,15786.1
62,NIFTY LARGEMIDCAP 250,31 Dec 2024,15639.7,15745.35,15552.1,15714.8
63,NIFTY LARGEMIDCAP 250,30 Dec 2024,15726.8,15794.25,15614.9,15704.55
64,NIFTY LARGEMIDCAP 250,27 Dec 2024,15766.5,15807.85,15724.45,15731.3
65,NIFTY LARGEMIDCAP 250,26 Dec 2024,15742.35,15768.05,15650.75,15734.4
66,NIFTY LARGEMIDCAP 250,24 Dec 2024,15737.7,15789.1,15659.4,15716.1
67,NIFTY LARGEMIDCAP 250,23 Dec 2024,15748.2,15810.95,15650.4,15722.9
68,NIFTY LARGEMIDCAP 250,20 Dec 2024,16032.05,16069.1,15639.95,15666.0
69,NIFTY LARGEMIDCAP 250,19 Dec 2024,15853.25,16012.8,15850.4,16000.75
70,NIFTY LARGEMIDCAP 250,18 Dec 2024,16198.2,16223.25,16049.35,16099.5
71,NIFTY LARGEMIDCAP 250,17 Dec 2024,16344.8,16377.7,16185.9,16206.95
72,NIFTY LARGEMIDCAP 250,16 Dec 2024,16350.95,16390.1,16305.15,16365.6
73,NIFTY LARGEMIDCAP 250,13 Dec 2024,16248.75,16341.9,16022.85,16330.6
74,NIFTY LARGEMIDCAP 250,12 Dec 2024,16354.5,16376.05,16273.0,16283.25
75,NIFTY LARGEMIDCAP 250,11 Dec 2024,16322.15,16373.4,16308.4,16352.7
76,NIFTY LARGEMIDCAP 250,10 Dec 2024,16312.4,16325.3,16242.65,16314.95
77,NIFTY LARGEMIDCAP 250,09 Dec 2024,16265.55,16320.65,16246.4,16290.0
78,NIFTY LARGEMIDCAP 250,06 Dec 2024,16272.95,16306.6,16208.0,16280.1
79,NIFTY LARGEMIDCAP 250,05 Dec 2024,16205.1,16275.65,16073.3,16244.75
80,NIFTY LARGEMIDCAP 250,04 Dec 2024,16097.8,16151.3,16043.95,16137.8
81,NIFTY LARGEMIDCAP 250,03 Dec 2024,15994.8,16058.8,15963.9,16052.9
82,NIFTY LARGEMIDCAP 250,02 Dec 2024,15804.9,15928.8,15752.35,15921.25
83,NIFTY LARGEMIDCAP 250,29 Nov 2024,15721.1,15833.8,15706.65,15800.2
84,NIFTY LARGEMIDCAP 250,28 Nov 2024,15817.8,15889.75,15675.65,15706.75
85,NIFTY LARGEMIDCAP 250,27 Nov 2024,15741.95,15809.6,15671.15,15793.25
86,NIFTY LARGEMIDCAP 250,26 Nov 2024,15777.6,15807.9,15701.65,15712.65
